branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
ME,Tier-3,6.14,0,4.5,5.0,53.0,4.1,7.5,4.5,1,3,0,1,1,2,0,
CE,Tier-2,7.62,0,5.1,5.3,39.7,3.3,6.2,4.3,1,3,2,0,1,3,0,
EE,Tier-3,6.12,0,6.5,5.1,88.1,4.8,8.2,3.2,2,1,2,1,0,0,1,18.32
CE,Tier-2,7.09,0,6.9,7.5,71.3,3.0,4.5,2.0,1,4,2,2,0,2,1,17.32
ECE,Tier-2,7.54,0,7.2,6.7,57.5,4.8,3.0,3.4,0,3,3,1,0,1,1,17.09
ECE,Tier-3,7.62,1,6.0,4.0,68.7,5.2,1.9,4.5,1,4,1,1,0,0,1,12.87
ECE,Tier-2,6.74,0,6.2,6.6,82.4,6.6,3.1,3.5,0,4,1,1,0,0,1,16.9
EE,Tier-3,8.15,3,6.1,6.8,81.0,4.8,5.4,5.6,0,1,2,0,0,1,1,17.88
ME,Tier-2,7.34,0,6.5,3.5,60.7,7.1,8.5,3.6,2,3,1,2,1,0,0,
CSE,Tier-3,6.53,0,6.9,4.1,76.2,4.8,7.8,3.9,0,4,1,0,0,3,1,13.8
CSE,Tier-3,7.45,0,4.1,6.2,62.7,3.7,7.8,3.1,1,3,1,0,2,1,1,17.87
CSE,Tier-3,6.64,3,4.8,4.4,92.2,7.5,4.3,0.9,1,3,0,0,0,1,1,12.97
IT,Tier-3,5.16,2,5.6,4.2,80.4,5.1,7.3,5.5,3,4,0,1,0,0,1,19.2
ME,Tier-2,6.71,2,7.2,3.7,85.3,7.5,5.6,3.8,1,1,0,0,0,0,0,
EE,Tier-1,8.86,0,6.7,1.0,100.0,5.5,10.0,2.9,3,4,0,1,2,1,1,22.24
Chemical,Tier-3,8.19,0,3.7,3.2,51.9,3.4,4.1,3.3,2,4,3,0,2,0,1,15.01
CSE,Tier-2,6.64,0,6.5,5.2,74.2,7.8,1.0,1.7,0,2,3,0,1,0,1,11.23
ME,Tier-2,6.51,0,5.8,4.1,90.1,5.6,4.9,4.7,3,2,3,1,0,1,0,
CE,Tier-2,4.0,0,6.5,2.5,51.9,7.7,5.8,0.0,0,1,1,0,0,1,0,
IT,Tier-2,7.04,0,6.2,5.5,76.7,6.4,3.7,3.4,1,2,0,0,1,1,1,17.25
Chemical,Tier-2,6.96,0,4.6,5.8,77.2,4.6,4.2,1.6,0,2,1,0,1,0,1,12.72
EE,Tier-3,7.95,1,6.6,7.0,68.1,6.6,3.0,2.6,3,1,2,1,0,1,1,19.42
EE,Tier-3,7.41,0,5.6,7.4,67.0,8.2,2.3,4.5,0,3,2,0,1,1,1,15.39
Chemical,Tier-3,6.31,0,6.4,6.2,69.5,5.7,8.0,2.9,3,2,1,0,1,2,1,21.24
IT,Tier-3,6.36,0,8.4,2.7,69.4,6.2,3.6,3.1,2,4,3,0,0,1,1,15.36
IT,Tier-3,7.24,0,6.7,5.4,72.6,4.2,7.2,3.7,1,5,1,0,1,2,0,
CSE,Tier-3,7.07,0,4.6,4.7,65.8,6.4,3.1,4.3,1,2,0,0,1,1,1,15.44
ME,Tier-2,6.48,0,3.8,6.5,89.9,6.5,5.3,1.7,2,3,0,0,0,1,1,18.4
IT,Tier-3,8.89,3,3.7,4.9,69.5,3.6,4.7,6.9,0,2,2,0,0,1,1,13.6
CSE,Tier-2,6.5,0,4.4,6.3,82.6,5.5,4.3,3.8,0,4,1,0,0,1,0,
IT,Tier-2,8.68,0,6.7,5.9,46.3,6.3,7.6,4.8,3,2,0,1,0,2,1,21.68
CSE,Tier-3,6.42,0,5.0,7.1,65.0,5.4,4.4,2.2,0,1,1,1,0,1,1,16.53
CE,Tier-2,6.87,1,6.2,4.5,61.0,7.7,1.9,4.5,1,3,2,0,0,0,0,
IT,Tier-2,8.73,0,6.0,7.3,68.2,5.1,4.0,1.8,2,2,3,0,0,0,1,21.57
ME,Tier-3,6.87,1,3.8,4.8,72.3,5.6,7.0,4.1,1,2,3,1,1,3,0,
EE,Tier-1,8.39,1,5.9,8.0,72.4,3.4,4.6,4.3,0,2,1,0,2,1,1,19.35
CE,Tier-2,8.34,0,5.5,6.9,59.7,5.9,3.6,0.2,2,4,4,0,0,0,1,17.92
EE,Tier-2,6.5,0,2.7,4.6,43.5,6.2,7.7,3.1,1,2,2,0,0,2,0,
ME,Tier-2,8.39,0,5.7,6.0,63.3,3.8,4.6,2.8,1,3,2,0,0,1,1,17.39
ME,Tier-3,7.72,1,8.7,7.1,64.0,6.2,6.3,3.6,0,4,2,0,2,2,0,
IT,Tier-1,7.07,0,8.4,4.7,84.3,3.6,3.3,2.4,0,2,1,1,1,0,1,17.72
CSE,Tier-2,7.41,0,6.1,8.0,52.0,5.6,3.9,3.8,3,3,1,3,0,1,1,20.41
CE,Tier-2,6.74,1,6.9,5.5,42.3,4.9,4.4,4.6,2,2,3,2,1,3,1,18.82
CSE,Tier-3,6.17,1,6.9,6.3,65.2,4.7,4.0,9.4,2,5,1,2,2,0,1,17.29
CE,Tier-2,8.22,3,5.1,4.0,69.6,5.3,5.7,7.2,3,5,2,1,2,0,0,
Chemical,Tier-3,6.77,0,4.2,6.7,53.1,3.8,4.2,4.5,1,3,1,1,0,2,1,17.36
CSE,Tier-1,7.99,0,4.0,3.2,90.8,5.5,3.2,6.7,3,4,4,3,1,0,1,20.86
ME,Tier-3,8.4,0,4.9,6.5,54.0,6.0,6.8,5.6,0,1,1,1,1,0,0,
IT,Tier-2,7.73,0,4.8,6.2,78.1,3.6,5.7,2.1,1,2,1,1,0,1,0,
ECE,Tier-2,7.28,0,7.3,6.5,69.9,8.1,7.0,1.8,1,1,2,0,2,3,1,18.53
CE,Tier-1,9.5,0,6.1,5.9,61.4,8.2,5.6,5.2,2,4,2,1,0,2,1,23.08
CSE,Tier-2,7.97,0,6.1,4.2,66.6,4.5,5.4,2.8,2,5,4,0,0,0,1,15.98
CSE,Tier-3,8.22,0,6.5,5.5,94.3,5.3,4.9,3.8,2,3,2,2,0,2,1,20.0
EE,Tier-2,5.49,0,3.8,6.1,47.1,5.2,5.9,3.2,0,1,2,2,2,1,0,
IT,Tier-3,7.28,0,6.4,7.0,67.2,4.6,5.1,2.3,1,2,0,0,0,0,1,18.35
EE,Tier-3,7.71,0,6.9,5.1,61.1,4.8,2.8,1.6,1,1,1,0,0,3,1,16.13
IT,Tier-3,7.91,0,6.9,5.4,67.6,7.7,6.8,5.6,0,3,3,1,0,0,1,15.54
CE,Tier-3,6.69,0,6.0,6.7,54.7,5.4,6.5,1.9,1,5,1,1,0,0,0,
IT,Tier-3,6.81,0,4.1,5.1,71.7,8.3,6.1,5.7,2,2,1,1,0,1,1,16.27
Chemical,Tier-3,8.52,0,2.4,2.4,67.8,5.5,4.4,2.9,0,2,0,0,0,1,1,12.07
CSE,Tier-1,8.33,0,4.9,5.7,75.8,4.8,4.3,3.0,0,2,1,2,0,2,0,
ME,Tier-2,8.1,0,4.5,4.7,63.1,6.8,3.3,2.1,1,1,1,1,0,3,0,
CSE,Tier-2,6.89,0,4.5,6.1,46.7,8.4,5.7,3.5,1,3,2,2,0,3,1,14.33
ME,Tier-3,6.02,0,7.4,3.2,75.4,5.1,2.5,2.8,2,3,0,0,2,2,1,14.16
ME,Tier-3,6.34,0,5.1,6.2,53.3,6.1,6.9,2.3,0,5,1,0,0,1,0,
EE,Tier-2,5.82,0,7.7,5.2,35.3,7.6,2.9,1.5,1,4,0,3,0,0,1,17.79
ME,Tier-3,5.59,2,3.2,4.2,54.3,5.8,4.8,2.0,2,4,2,1,0,1,1,13.77
ECE,Tier-3,9.4,0,4.6,8.5,82.2,4.8,6.2,2.2,1,1,1,2,0,2,0,
CSE,Tier-2,8.21,0,6.0,4.7,95.2,4.6,3.6,5.4,1,4,2,1,0,1,1,16.41
CSE,Tier-2,6.54,0,5.6,3.5,50.2,4.7,1.4,5.4,1,3,1,1,0,1,1,12.31
CSE,Tier-2,8.57,0,7.3,7.2,49.9,6.1,2.9,1.8,1,1,1,1,0,2,1,18.96
ME,Tier-3,7.91,0,3.8,5.8,55.6,5.3,4.4,5.0,0,2,3,0,0,0,1,13.23
ME,Tier-3,7.9,1,4.7,3.7,56.2,4.9,1.0,3.6,1,3,1,3,1,1,1,15.67
CSE,Tier-2,6.3,0,7.0,6.4,66.9,7.4,0.0,5.2,1,3,0,0,1,3,1,16.32
IT,Tier-1,7.47,0,6.0,4.3,39.9,2.5,4.4,5.6,1,1,1,1,0,1,0,
EE,Tier-1,6.34,0,8.0,5.3,53.8,6.1,6.0,3.5,0,2,0,2,0,1,1,18.66
ECE,Tier-2,6.29,0,4.3,4.3,63.0,6.0,5.0,5.1,1,2,4,2,1,1,1,14.63
IT,Tier-3,7.66,0,4.7,8.7,55.9,6.1,2.7,5.8,0,3,1,0,2,0,0,
Chemical,Tier-2,8.25,1,2.6,8.5,74.3,5.5,5.5,5.6,2,3,0,2,0,2,0,
CSE,Tier-1,7.35,0,9.3,5.5,75.0,4.0,4.0,3.9,0,3,1,0,0,0,0,
ECE,Tier-3,5.45,1,6.4,7.8,80.1,4.5,7.0,4.7,0,2,2,0,2,1,0,
Chemical,Tier-3,8.66,0,5.9,3.0,56.4,7.2,4.9,2.1,1,3,2,1,0,1,1,15.21
CSE,Tier-3,7.43,0,6.9,7.9,77.0,4.0,4.9,5.3,0,2,1,0,0,2,1,16.08
CSE,Tier-3,6.32,0,1.9,7.8,54.9,4.4,3.9,3.4,0,2,3,0,1,0,0,
CE,Tier-3,9.43,0,5.9,7.2,71.3,7.7,6.2,6.0,3,5,1,1,0,0,1,24.59
ME,Tier-2,7.32,0,7.7,3.7,78.8,5.9,3.6,3.9,1,2,2,0,0,1,1,15.71
CSE,Tier-2,8.95,1,5.4,4.8,82.2,5.0,5.3,3.1,1,2,1,0,0,1,1,18.48
ECE,Tier-3,7.3,0,5.7,8.1,71.6,8.1,2.4,5.8,0,0,3,0,0,1,1,15.6
ME,Tier-3,7.17,1,7.8,5.9,76.9,5.9,4.5,3.1,3,1,1,0,2,1,0,
IT,Tier-2,6.63,0,6.6,6.3,80.3,7.0,3.2,1.9,1,2,0,0,2,1,0,
EE,Tier-2,6.88,0,4.3,7.7,54.0,5.9,3.3,5.5,1,0,0,0,1,1,0,
Chemical,Tier-3,6.42,0,7.0,7.4,65.1,4.5,2.7,3.1,1,1,1,0,0,1,1,15.12
ECE,Tier-3,7.62,3,4.8,3.5,67.1,6.1,5.1,4.6,0,1,2,0,0,1,0,
ECE,Tier-1,7.94,1,4.7,4.3,74.6,6.4,6.4,4.4,1,3,1,1,0,1,1,19.16
ME,Tier-2,6.92,0,7.3,6.7,62.5,6.9,2.5,5.0,1,0,3,0,1,2,0,
CSE,Tier-2,8.35,0,3.8,2.6,68.2,3.9,2.8,5.1,0,3,4,2,0,1,0,
CSE,Tier-3,5.79,0,5.3,8.1,77.5,4.6,3.6,3.0,0,1,0,1,0,1,0,
CSE,Tier-2,7.1,1,7.8,5.6,86.3,7.6,2.4,4.8,0,4,1,0,0,1,1,15.66
CSE,Tier-3,7.4,1,7.7,6.8,39.3,7.8,2.8,3.2,0,1,1,0,1,1,1,16.16
ME,Tier-3,7.27,0,5.1,5.4,71.7,4.5,5.9,2.2,3,1,2,0,0,3,1,17.65
Chemical,Tier-2,6.11,0,5.7,3.7,56.6,7.2,7.1,6.9,0,3,0,0,0,2,0,
CSE,Tier-1,7.79,0,5.5,6.4,75.8,5.8,7.9,4.5,2,2,1,0,0,0,0,
EE,Tier-1,7.64,0,6.3,6.4,65.0,8.1,6.1,4.5,0,0,1,1,0,1,0,
IT,Tier-2,8.22,1,7.3,6.8,61.1,6.6,4.4,3.2,2,3,0,2,1,1,0,
CSE,Tier-3,5.98,0,5.0,4.8,55.2,7.0,3.2,5.0,0,4,3,0,0,1,1,13.64
Chemical,Tier-2,7.84,0,6.5,5.8,65.4,6.9,4.9,3.3,0,2,3,2,0,1,1,16.47
IT,Tier-2,6.1,0,6.5,5.4,65.7,5.6,4.4,2.1,0,1,2,2,0,0,1,15.2
CSE,Tier-3,7.28,2,6.9,6.2,75.3,4.1,8.0,4.9,0,2,4,1,1,0,0,
Chemical,Tier-3,7.27,0,9.2,3.3,54.3,9.6,3.7,2.6,1,5,3,0,0,1,0,
IT,Tier-2,7.62,2,6.7,3.7,56.9,5.3,5.4,5.7,2,1,4,0,0,2,1,17.22
CSE,Tier-2,8.77,1,6.8,3.5,60.7,6.8,1.1,6.7,2,1,0,1,0,2,0,
IT,Tier-3,8.32,0,5.3,8.4,72.3,5.6,2.3,5.7,1,2,3,0,0,2,1,20.77
CE,Tier-2,5.98,2,1.7,6.3,52.6,5.8,6.4,2.4,1,0,0,1,1,1,0,
IT,Tier-1,7.0,1,4.8,3.6,54.2,5.5,3.7,4.9,1,1,3,2,0,1,1,16.0
CE,Tier-1,7.41,0,6.9,5.2,60.8,5.8,1.0,2.7,0,1,0,0,1,2,1,16.4
ECE,Tier-2,5.94,0,4.1,6.4,74.1,6.1,0.0,1.1,0,1,0,2,2,2,0,
CE,Tier-2,6.45,0,7.3,4.4,69.8,5.8,1.6,6.9,1,2,3,2,0,1,1,14.16
EE,Tier-3,7.6,0,5.8,6.9,62.1,8.7,6.6,4.7,1,1,0,1,1,0,1,18.99
IT,Tier-2,8.58,0,6.8,4.1,55.2,5.1,5.2,3.0,1,3,0,0,0,1,1,17.57
IT,Tier-2,8.66,0,4.3,3.4,69.9,5.8,6.2,0.0,0,2,1,1,0,2,0,
EE,Tier-3,5.86,1,5.0,4.8,84.5,6.8,3.4,3.8,1,2,1,1,0,0,0,
Chemical,Tier-3,6.7,0,7.3,2.6,71.1,7.3,7.1,2.9,2,2,1,0,2,0,1,16.38
IT,Tier-3,7.01,0,4.6,7.5,40.4,7.7,7.1,6.0,1,3,1,2,0,1,1,15.14
Chemical,Tier-3,6.81,3,5.5,2.9,80.3,6.8,5.3,6.8,2,2,3,0,0,1,1,15.6
ECE,Tier-3,6.22,0,5.9,4.6,58.2,7.1,6.5,5.2,2,3,2,0,2,0,1,17.47
ECE,Tier-3,6.69,0,6.0,4.1,59.8,8.4,4.6,5.4,1,2,3,1,0,1,0,
ECE,Tier-3,6.86,0,5.2,6.9,63.9,6.3,5.7,4.2,2,4,1,0,0,0,0,
ME,Tier-2,8.76,1,6.7,4.1,73.7,2.5,5.0,3.1,2,3,2,0,0,1,1,19.04
Chemical,Tier-2,6.02,0,5.6,4.5,57.6,6.5,0.0,6.1,2,2,4,0,0,2,0,
CSE,Tier-2,8.7,0,5.3,5.5,48.6,4.6,2.5,6.5,1,2,3,1,1,2,1,17.58
ME,Tier-2,8.2,0,8.0,4.3,58.1,3.6,3.0,2.1,0,2,1,2,1,3,1,15.71
CSE,Tier-2,8.07,0,6.0,6.7,77.0,6.3,5.5,6.6,1,3,1,1,0,3,1,19.22
IT,Tier-1,6.44,1,7.0,2.3,61.0,8.8,6.8,2.9,3,3,2,0,2,3,1,22.38
CSE,Tier-3,6.89,0,5.8,6.9,69.6,4.2,4.5,3.1,3,1,0,0,0,2,1,19.22
ME,Tier-3,6.97,0,6.6,3.3,52.9,4.3,3.1,4.5,0,1,1,1,0,1,0,
ECE,Tier-3,7.04,0,5.9,7.2,58.9,7.5,5.2,4.3,2,2,4,1,1,2,1,17.49
CSE,Tier-3,6.69,1,5.1,4.6,84.1,4.6,1.0,0.0,2,0,1,2,0,0,0,
ECE,Tier-2,7.85,0,6.2,5.4,59.5,7.0,1.2,3.5,0,4,1,1,0,2,1,14.81
IT,Tier-2,8.51,0,6.8,7.8,48.1,7.3,3.1,4.8,0,3,1,0,1,3,0,
CSE,Tier-1,8.29,1,7.0,5.3,81.2,8.2,5.9,2.8,1,2,1,0,0,3,1,19.81
Chemical,Tier-2,7.38,1,5.1,1.8,71.6,6.7,0.6,5.5,2,2,2,0,1,2,1,14.73
CSE,Tier-2,7.08,3,4.2,6.2,62.9,7.2,2.9,2.8,3,1,2,2,1,1,1,17.55
ECE,Tier-1,7.96,1,3.8,4.9,73.7,5.2,3.9,3.7,1,1,2,0,2,0,1,18.78
IT,Tier-3,8.21,0,6.4,3.8,74.9,7.7,5.6,3.3,0,2,1,3,0,3,1,15.16
ECE,Tier-3,7.28,0,6.6,7.1,77.3,9.2,5.5,5.4,0,1,1,1,0,2,1,18.55
ME,Tier-3,6.85,0,5.5,6.3,69.4,5.8,3.1,4.7,1,1,1,1,0,2,1,14.72
CSE,Tier-2,9.5,1,6.7,5.9,68.8,5.2,4.5,4.7,2,1,0,0,2,3,1,19.8
EE,Tier-2,6.64,0,4.4,3.1,83.9,6.9,5.9,5.4,0,2,1,1,0,2,1,14.58
CSE,Tier-2,6.72,0,6.6,5.3,46.5,7.5,7.2,5.5,1,3,2,1,0,2,1,17.11
IT,Tier-2,6.6,0,8.1,4.8,73.3,6.4,0.2,5.2,0,5,3,1,0,3,1,12.92
CE,Tier-2,6.86,1,6.6,5.0,71.8,6.9,0.5,3.6,3,3,0,0,0,2,1,15.84
CE,Tier-2,6.83,0,4.6,4.8,76.0,5.9,4.2,3.6,3,2,0,1,1,3,1,17.82
Chemical,Tier-3,8.63,0,7.1,3.0,41.0,7.9,5.4,0.9,1,4,2,2,0,0,1,16.51
IT,Tier-2,6.14,0,5.8,4.8,43.8,6.8,1.7,2.3,1,1,0,2,0,1,0,
IT,Tier-1,7.59,3,7.4,3.7,79.6,6.5,0.0,4.5,0,3,3,0,0,1,1,16.2
IT,Tier-3,8.65,0,4.4,3.8,76.7,6.9,1.1,4.2,0,2,0,0,0,2,1,12.69
CSE,Tier-2,6.47,0,5.1,6.4,80.2,4.8,3.5,2.1,0,4,0,1,0,0,0,
EE,Tier-2,6.76,0,7.8,5.2,54.5,6.8,4.6,7.8,1,1,1,2,1,2,1,19.15
CSE,Tier-3,5.58,0,6.9,5.9,75.1,6.8,4.2,5.4,2,3,0,0,1,0,0,
ECE,Tier-2,7.44,0,4.7,4.3,64.9,8.0,2.0,6.0,3,3,2,1,0,2,1,19.36
CSE,Tier-3,7.64,1,7.6,4.9,76.3,4.6,6.6,3.2,1,3,3,1,1,2,1,17.74
IT,Tier-2,7.86,0,6.7,4.5,40.3,5.9,2.9,2.9,1,2,0,3,2,1,1,17.26
EE,Tier-1,7.71,0,3.9,6.1,65.1,7.9,5.5,3.0,0,1,2,2,2,1,1,18.48
CSE,Tier-3,6.61,0,6.1,4.0,71.9,6.1,7.7,5.7,0,3,2,0,0,2,0,
ECE,Tier-3,8.33,0,5.0,6.7,40.9,3.9,8.7,6.3,1,2,1,0,1,1,0,
ME,Tier-3,7.61,0,6.8,6.0,71.8,5.9,4.5,4.1,1,1,3,0,1,1,0,
ME,Tier-1,8.07,0,6.4,4.7,74.0,8.8,3.5,2.7,3,2,2,0,0,2,1,22.61
CE,Tier-2,7.77,0,6.4,7.0,69.1,3.2,4.1,2.4,3,0,2,0,0,0,1,19.58
ME,Tier-2,5.84,0,5.7,3.6,66.7,2.4,3.1,4.4,1,1,2,0,1,0,1,14.85
EE,Tier-3,9.21,0,4.1,8.1,63.0,4.8,3.6,3.3,1,3,2,1,0,1,0,
IT,Tier-3,5.69,0,5.0,4.2,64.9,4.6,2.4,2.4,0,1,3,1,1,3,0,
ECE,Tier-1,9.09,0,5.6,5.1,48.9,6.4,3.5,2.6,1,3,0,2,1,0,1,19.51
IT,Tier-2,6.88,0,5.2,4.2,89.5,5.1,5.2,6.2,1,2,2,0,0,1,1,15.88
CSE,Tier-2,8.44,1,7.0,3.8,74.9,5.0,0.6,7.7,1,2,0,2,1,1,1,17.65
CSE,Tier-2,8.02,0,5.2,4.2,73.1,7.4,6.0,2.9,2,1,0,2,0,3,1,17.0
CSE,Tier-2,6.94,0,8.0,4.6,82.3,7.2,2.5,1.8,1,5,1,1,0,2,1,14.9
CSE,Tier-3,7.1,2,5.0,6.7,69.9,5.2,2.6,4.9,2,4,0,1,0,2,1,18.45
Chemical,Tier-2,8.3,0,5.7,5.9,82.0,7.8,2.7,2.8,0,4,2,1,0,1,1,18.23
ECE,Tier-3,6.18,0,4.4,5.5,76.5,5.3,5.1,4.9,1,2,2,1,0,2,1,12.98
EE,Tier-3,6.85,1,5.2,4.1,69.4,3.5,6.6,2.4,0,2,3,0,0,1,0,
EE,Tier-1,7.53,0,9.0,9.8,83.1,5.5,5.1,2.6,2,4,0,2,1,1,1,23.93
ME,Tier-2,9.27,0,5.0,3.4,56.5,7.2,2.8,4.0,1,3,4,0,0,0,1,13.83
CSE,Tier-2,8.5,0,4.5,7.4,70.0,6.8,4.3,3.6,2,1,1,0,0,1,0,
ME,Tier-3,6.55,0,5.1,5.2,77.6,3.7,3.9,4.7,1,3,2,2,0,1,0,
ME,Tier-3,6.68,0,8.3,7.4,64.2,6.5,4.3,5.0,3,5,4,0,0,1,1,20.13
Chemical,Tier-2,7.42,2,3.3,4.2,51.7,6.1,4.7,1.8,1,3,3,0,0,3,0,
CE,Tier-3,8.91,0,4.2,3.3,53.8,5.7,8.6,2.6,3,3,1,0,0,3,1,18.16
Chemical,Tier-2,6.99,0,5.6,8.6,64.8,5.1,7.4,6.6,1,2,0,1,0,1,0,
CE,Tier-3,7.17,1,5.3,3.9,50.9,3.3,4.1,4.5,1,1,2,1,0,1,1,13.77
CSE,Tier-2,6.68,0,5.7,4.1,78.8,8.3,3.7,3.6,1,2,4,3,2,1,0,
ECE,Tier-2,7.68,2,8.0,6.1,39.5,6.7,0.0,3.6,1,2,0,0,0,2,1,17.84
IT,Tier-2,6.25,0,7.8,1.1,52.4,5.4,3.1,4.4,0,4,1,2,2,1,1,12.75
ME,Tier-3,7.43,0,5.4,3.1,52.0,8.1,5.6,2.3,2,3,4,2,1,0,1,17.05
CSE,Tier-2,8.38,1,5.2,8.3,70.9,4.5,4.5,4.6,2,2,1,0,1,2,1,19.67
CSE,Tier-2,6.83,0,6.6,5.1,82.3,4.8,6.2,6.7,0,3,2,0,0,3,0,
CSE,Tier-3,5.59,0,5.0,7.6,53.0,7.2,5.5,5.6,2,2,1,1,0,1,1,17.93
CE,Tier-2,5.99,1,8.0,6.1,76.6,2.8,4.3,6.4,0,1,0,0,0,3,0,
IT,Tier-3,6.47,0,3.9,5.3,61.5,5.0,5.0,2.9,2,4,2,2,0,2,0,
CE,Tier-3,6.63,2,5.4,5.3,62.1,6.3,5.7,7.8,0,2,1,0,0,0,0,
IT,Tier-3,8.1,2,4.3,4.4,63.8,3.9,4.4,5.1,0,0,1,0,0,1,1,12.7
EE,Tier-2,5.94,1,4.8,4.3,73.3,4.9,3.4,1.6,0,5,1,1,0,1,1,12.45
CE,Tier-3,7.1,0,5.8,4.2,85.5,6.3,5.5,4.2,1,3,0,0,0,2,0,
CSE,Tier-1,6.71,0,8.5,5.4,64.3,7.3,5.6,4.2,3,3,3,0,0,0,1,21.93
IT,Tier-3,6.18,2,5.2,7.3,84.0,8.1,4.8,3.2,1,4,3,1,2,1,1,15.27
ECE,Tier-3,6.67,0,8.9,7.2,66.0,5.4,6.5,6.2,1,3,1,1,1,0,1,19.96
ECE,Tier-2,7.18,0,7.3,3.7,94.5,4.4,6.5,3.8,0,2,0,1,0,0,1,15.05
ECE,Tier-1,8.76,0,4.9,8.4,42.1,7.6,3.6,3.8,0,2,0,1,0,0,1,21.38
CSE,Tier-2,6.94,0,5.5,6.4,70.9,7.2,6.5,2.5,1,1,0,1,0,1,0,
ME,Tier-2,5.98,2,9.0,4.6,57.1,7.6,6.0,6.0,1,2,3,1,1,3,1,16.08
ECE,Tier-2,6.8,0,6.7,8.2,73.2,5.1,5.6,4.5,0,4,2,0,0,0,1,16.85
CE,Tier-3,7.52,0,5.1,3.7,76.4,7.1,8.5,3.6,1,2,4,0,0,3,0,
ME,Tier-3,8.13,0,5.0,8.7,66.4,5.4,2.6,0.0,2,1,1,2,0,3,0,
ME,Tier-3,6.69,2,6.1,8.3,40.8,4.8,4.3,6.8,0,2,3,1,1,1,1,16.64
ECE,Tier-3,8.1,1,7.9,3.8,54.4,5.0,5.8,4.6,0,3,4,0,0,0,1,15.34
IT,Tier-1,7.71,0,5.1,10.0,70.3,5.1,8.0,5.8,0,3,2,1,1,0,1,22.84
CE,Tier-3,6.35,1,6.4,6.5,72.3,5.8,2.9,5.0,2,4,1,1,0,1,0,
CSE,Tier-3,7.37,0,9.1,7.9,55.0,8.5,3.4,2.5,1,2,3,0,1,2,1,17.69
Chemical,Tier-3,8.38,0,6.5,6.4,61.1,4.9,8.7,2.4,1,4,0,0,0,0,0,
CSE,Tier-2,7.05,1,5.3,5.5,59.5,9.4,6.4,4.7,3,2,1,2,0,0,0,
EE,Tier-2,7.51,1,4.4,6.4,78.5,4.4,1.5,5.4,1,2,3,2,2,1,1,15.21
EE,Tier-2,9.99,2,8.4,1.0,77.1,7.6,3.1,4.5,1,3,2,0,0,3,1,16.8
CSE,Tier-3,7.3,0,5.6,6.2,57.5,8.4,4.4,1.6,1,0,0,0,0,0,1,16.13
Chemical,Tier-2,5.75,0,6.7,4.3,82.1,5.5,8.0,3.3,3,2,3,0,1,0,1,18.83
ECE,Tier-2,7.84,3,4.8,4.9,57.9,4.9,5.9,3.3,1,3,1,1,0,0,1,17.53
IT,Tier-2,7.3,0,3.9,7.0,47.4,5.6,2.7,6.8,1,3,3,1,0,1,0,
ECE,Tier-2,6.38,0,5.1,3.2,68.7,4.3,6.9,3.7,2,1,0,0,0,0,0,
CE,Tier-3,5.45,1,4.6,1.0,65.7,5.8,4.0,2.7,1,4,0,1,0,1,0,
Chemical,Tier-2,6.67,0,4.3,7.7,64.2,5.1,3.6,6.0,0,1,4,0,0,2,1,16.48
CE,Tier-3,8.15,0,5.8,5.3,66.4,7.0,5.4,4.9,1,3,3,1,1,1,1,17.21
ECE,Tier-2,7.44,1,4.5,2.8,65.0,4.1,1.6,5.6,0,3,1,0,2,1,1,12.04
ME,Tier-3,7.22,0,6.3,3.2,61.8,6.4,7.3,3.8,0,1,0,1,1,0,1,15.97
EE,Tier-3,7.79,3,6.1,2.7,50.1,7.2,0.0,3.5,0,1,1,0,0,1,1,11.85
ME,Tier-1,9.09,0,4.9,7.7,68.3,9.3,6.3,5.5,0,2,1,0,0,2,1,21.41
Chemical,Tier-2,7.89,0,3.9,2.6,64.6,7.4,4.9,4.4,0,4,1,0,0,2,1,14.07
IT,Tier-2,6.81,0,5.4,4.3,56.1,4.1,2.8,5.2,1,1,3,0,0,0,1,15.56
CSE,Tier-3,6.95,0,5.0,4.5,57.3,6.9,3.3,7.5,0,2,3,0,1,3,1,14.84
IT,Tier-2,7.05,0,6.2,6.6,60.6,6.7,8.3,7.1,1,3,0,1,0,1,1,18.78
Chemical,Tier-3,8.02,1,4.6,8.0,89.5,6.4,9.4,4.7,1,4,0,1,2,3,0,
ECE,Tier-1,7.53,1,5.7,7.8,63.3,6.5,3.6,5.4,1,1,4,0,0,1,1,21.77
CSE,Tier-3,6.65,0,7.6,8.9,55.6,5.5,5.2,4.9,0,2,2,0,0,0,1,19.35
CSE,Tier-3,6.38,0,6.5,6.0,69.0,6.2,3.5,3.2,0,2,0,1,0,0,1,12.97
CSE,Tier-3,5.76,0,8.5,5.7,67.7,6.7,6.8,1.2,2,0,1,0,1,1,1,16.38
Chemical,Tier-2,7.38,0,4.3,6.0,72.0,5.9,5.6,4.2,1,1,3,2,0,0,0,
ECE,Tier-2,7.59,0,5.3,6.3,68.5,5.2,6.6,5.1,0,4,4,0,0,2,1,16.24
ECE,Tier-3,7.79,0,6.4,3.4,75.6,4.9,5.0,5.4,1,2,1,0,0,1,1,14.59
